"project","campaignid","sample","family","genus","species","legal.sublegal","count","year","sanctuary","status","site","observer","replicate","sampling.location","depth","gps","way.point","d","time","complexity","algal.cover","latitude","longitude","successful.count","successful.length","date","location"
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","380","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Green Island","Fished","Strickland Bay","none","185","none","0","0","0","0:00","12:00:00","2","2","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","382","Palinuridae","Panulirus","cygnus","Legal","0","2014","Green Island","Fished","Strickland Bay","none","187","none","0","0","0","0:00","12:00:00","1","0","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","382","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Green Island","Fished","Strickland Bay","none","187","none","0","0","0","0:00","12:00:00","1","0","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","382","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Green Island","Fished","Strickland Bay","none","187","none","0","0","0","0:00","12:00:00","1","0","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","385","Palinuridae","Panulirus","cygnus","Legal","1","2014","Green Island","Fished","Strickland Bay","none","190","none","0","0","0","0:00","12:00:00","2","0","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","385","Palinuridae","Panulirus","cygnus","Sublegal","5","2014","Green Island","Fished","Strickland Bay","none","190","none","0","0","0","0:00","12:00:00","2","0","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","385","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Green Island","Fished","Strickland Bay","none","190","none","0","0","0","0:00","12:00:00","2","0","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","387","Palinuridae","Panulirus","cygnus","Legal","1","2014","Green Island","Fished","Strickland Bay","none","192","none","0","0","0","0:00","12:00:00","2","1","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","387","Palinuridae","Panulirus","cygnus","Sublegal","2","2014","Green Island","Fished","Strickland Bay","none","192","none","0","0","0","0:00","12:00:00","2","1","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","387","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Green Island","Fished","Strickland Bay","none","192","none","0","0","0","0:00","12:00:00","2","1","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","39","Palinuridae","Panulirus","cygnus","Legal","1","2014","Armstrong Bay","No-take","Little Armstrong","none","39","none","1","jane1","56","12/30/1899","9:00:00","2","2","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","39","Palinuridae","Panulirus","cygnus","Sublegal","2","2014","Armstrong Bay","No-take","Little Armstrong","none","39","none","1","jane1","56","12/30/1899","9:00:00","2","2","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","39","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","39","none","1","jane1","56","12/30/1899","9:00:00","2","2","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","391","Palinuridae","Panulirus","cygnus","Legal","1","2014","Green Island","Fished","Strickland Bay","none","196","none","0","0","0","0:00","12:00:00","2","1","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","391","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Green Island","Fished","Strickland Bay","none","196","none","0","0","0","0:00","12:00:00","2","1","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","391","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Green Island","Fished","Strickland Bay","none","196","none","0","0","0","0:00","12:00:00","2","1","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","392","Palinuridae","Panulirus","cygnus","Legal","1","2014","Green Island","Fished","Strickland Bay","none","197","none","0","0","0","0:00","12:00:00","3","1","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","392","Palinuridae","Panulirus","cygnus","Sublegal","0","2014","Green Island","Fished","Strickland Bay","none","197","none","0","0","0","0:00","12:00:00","3","1","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","392","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Green Island","Fished","Strickland Bay","none","197","none","0","0","0","0:00","12:00:00","3","1","-32.017462","115.473186","Yes","Yes","20140127",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","40","Palinuridae","Panulirus","cygnus","Legal","3","2014","Armstrong Bay","No-take","Little Armstrong","none","40","none","1","jane1","57","12/30/1899","9:03:00","1","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","40","Palinuridae","Panulirus","cygnus","Sublegal","7","2014","Armstrong Bay","No-take","Little Armstrong","none","40","none","1","jane1","57","12/30/1899","9:03:00","1","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","40","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","40","none","1","jane1","57","12/30/1899","9:03:00","1","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","41","Palinuridae","Panulirus","cygnus","Legal","1","2014","Armstrong Bay","No-take","Little Armstrong","none","41","none","1","jane1","58","12/30/1899","9:13:00","1","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","41","Palinuridae","Panulirus","cygnus","Sublegal","0","2014","Armstrong Bay","No-take","Little Armstrong","none","41","none","1","jane1","58","12/30/1899","9:13:00","1","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","41","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","41","none","1","jane1","58","12/30/1899","9:13:00","1","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","43","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","No-take","Little Armstrong","none","43","none","1","jane1","60","12/30/1899","9:22:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","43","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Armstrong Bay","No-take","Little Armstrong","none","43","none","1","jane1","60","12/30/1899","9:22:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","43","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","43","none","1","jane1","60","12/30/1899","9:22:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","44","Palinuridae","Panulirus","cygnus","Legal","1","2014","Armstrong Bay","No-take","Little Armstrong","none","44","none","1","jane1","61","12/30/1899","9:26:00","2","1","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","44","Palinuridae","Panulirus","cygnus","Sublegal","2","2014","Armstrong Bay","No-take","Little Armstrong","none","44","none","1","jane1","61","12/30/1899","9:26:00","2","1","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","44","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","44","none","1","jane1","61","12/30/1899","9:26:00","2","1","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","46","Palinuridae","Panulirus","cygnus","Legal","2","2014","Armstrong Bay","No-take","Little Armstrong","none","46","none","1","jane1","63","12/30/1899","9:36:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","46","Palinuridae","Panulirus","cygnus","Sublegal","3","2014","Armstrong Bay","No-take","Little Armstrong","none","46","none","1","jane1","63","12/30/1899","9:36:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","46","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","46","none","1","jane1","63","12/30/1899","9:36:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","48","Palinuridae","Panulirus","cygnus","Legal","3","2014","Armstrong Bay","No-take","Little Armstrong","none","48","none","1","jane1","65","12/30/1899","9:45:00","4","1","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","48","Palinuridae","Panulirus","cygnus","Sublegal","3","2014","Armstrong Bay","No-take","Little Armstrong","none","48","none","1","jane1","65","12/30/1899","9:45:00","4","1","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","48","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","48","none","1","jane1","65","12/30/1899","9:45:00","4","1","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","49","Palinuridae","Panulirus","cygnus","Legal","1","2014","Armstrong Bay","No-take","Little Armstrong","none","49","none","1","ncb1","39","12/30/1899","8:59:00","4","2","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","49","Palinuridae","Panulirus","cygnus","Sublegal","3","2014","Armstrong Bay","No-take","Little Armstrong","none","49","none","1","ncb1","39","12/30/1899","8:59:00","4","2","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","49","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","49","none","1","ncb1","39","12/30/1899","8:59:00","4","2","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","50","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","No-take","Little Armstrong","none","50","none","1","ncb1","40","12/30/1899","9:02:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","50","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Armstrong Bay","No-take","Little Armstrong","none","50","none","1","ncb1","40","12/30/1899","9:02:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","50","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","50","none","1","ncb1","40","12/30/1899","9:02:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","53","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","No-take","Little Armstrong","none","53","none","1","ncb1","43","12/30/1899","9:11:00","4","2","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","53","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Armstrong Bay","No-take","Little Armstrong","none","53","none","1","ncb1","43","12/30/1899","9:11:00","4","2","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","53","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","53","none","1","ncb1","43","12/30/1899","9:11:00","4","2","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","54","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","No-take","Little Armstrong","none","54","none","1","ncb1","44","12/30/1899","9:14:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","54","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Armstrong Bay","No-take","Little Armstrong","none","54","none","1","ncb1","44","12/30/1899","9:14:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","54","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","54","none","1","ncb1","44","12/30/1899","9:14:00","2","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","56","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","No-take","Little Armstrong","none","56","none","1","ncb1","46","12/30/1899","9:22:00","3","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","56","Palinuridae","Panulirus","cygnus","Sublegal","3","2014","Armstrong Bay","No-take","Little Armstrong","none","56","none","1","ncb1","46","12/30/1899","9:22:00","3","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","56","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","56","none","1","ncb1","46","12/30/1899","9:22:00","3","3","-31.990553","115.505975","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","59","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","59","none","1","black","49","12/30/1899","10:28:00","3","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","59","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Armstrong Bay","Fished","City of York","none","59","none","1","black","49","12/30/1899","10:28:00","3","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","59","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","59","none","1","black","49","12/30/1899","10:28:00","3","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","6","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","No-take","Little Armstrong","none","6","none","1","black","74","12/30/1899","12:53:00","2","2","-31.990553","115.505975","Yes","Yes","20140126",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","6","Palinuridae","Panulirus","cygnus","Sublegal","2","2014","Armstrong Bay","No-take","Little Armstrong","none","6","none","1","black","74","12/30/1899","12:53:00","2","2","-31.990553","115.505975","Yes","Yes","20140126",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","6","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","No-take","Little Armstrong","none","6","none","1","black","74","12/30/1899","12:53:00","2","2","-31.990553","115.505975","Yes","Yes","20140126",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","61","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","61","none","1","black","51","12/30/1899","10:36:00","2","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","61","Palinuridae","Panulirus","cygnus","Sublegal","8","2014","Armstrong Bay","Fished","City of York","none","61","none","1","black","51","12/30/1899","10:36:00","2","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","61","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","61","none","1","black","51","12/30/1899","10:36:00","2","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","62","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","62","none","1","black","52","12/30/1899","10:37:00","2","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","62","Palinuridae","Panulirus","cygnus","Sublegal","9","2014","Armstrong Bay","Fished","City of York","none","62","none","1","black","52","12/30/1899","10:37:00","2","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","62","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","62","none","1","black","52","12/30/1899","10:37:00","2","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","64","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","64","none","1","black","54","12/30/1899","10:42:00","3","0","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","64","Palinuridae","Panulirus","cygnus","Sublegal","13","2014","Armstrong Bay","Fished","City of York","none","64","none","1","black","54","12/30/1899","10:42:00","3","0","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","64","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","64","none","1","black","54","12/30/1899","10:42:00","3","0","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","66","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","66","none","1","black","56","12/30/1899","10:49:00","1","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","66","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Armstrong Bay","Fished","City of York","none","66","none","1","black","56","12/30/1899","10:49:00","1","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","66","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","66","none","1","black","56","12/30/1899","10:49:00","1","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","67","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","67","none","1","black","57","12/30/1899","10:53:00","3","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","67","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Armstrong Bay","Fished","City of York","none","67","none","1","black","57","12/30/1899","10:53:00","3","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","67","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","67","none","1","black","57","12/30/1899","10:53:00","3","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","70","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","70","none","1","jane1","67","12/30/1899","10:33:00","1","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","70","Palinuridae","Panulirus","cygnus","Sublegal","3","2014","Armstrong Bay","Fished","City of York","none","70","none","1","jane1","67","12/30/1899","10:33:00","1","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","70","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","70","none","1","jane1","67","12/30/1899","10:33:00","1","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","74","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","74","none","1","jane1","71","12/30/1899","10:42:00","2","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","74","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Armstrong Bay","Fished","City of York","none","74","none","1","jane1","71","12/30/1899","10:42:00","2","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","74","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","74","none","1","jane1","71","12/30/1899","10:42:00","2","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","77","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","77","none","1","jane1","74","12/30/1899","10:52:00","2","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","77","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Armstrong Bay","Fished","City of York","none","77","none","1","jane1","74","12/30/1899","10:52:00","2","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","77","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","77","none","1","jane1","74","12/30/1899","10:52:00","2","3","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","80","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","80","none","1","ncb1","50","12/30/1899","10:34:00","3","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","80","Palinuridae","Panulirus","cygnus","Sublegal","4","2014","Armstrong Bay","Fished","City of York","none","80","none","1","ncb1","50","12/30/1899","10:34:00","3","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","80","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","80","none","1","ncb1","50","12/30/1899","10:34:00","3","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","81","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","81","none","1","ncb1","51","12/30/1899","10:41:00","3","1","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","81","Palinuridae","Panulirus","cygnus","Sublegal","2","2014","Armstrong Bay","Fished","City of York","none","81","none","1","ncb1","51","12/30/1899","10:41:00","3","1","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","81","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","81","none","1","ncb1","51","12/30/1899","10:41:00","3","1","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","84","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","84","none","1","ncb1","54","12/30/1899","10:47:00","4","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","84","Palinuridae","Panulirus","cygnus","Sublegal","1","2014","Armstrong Bay","Fished","City of York","none","84","none","1","ncb1","54","12/30/1899","10:47:00","4","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","84","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","84","none","1","ncb1","54","12/30/1899","10:47:00","4","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","86","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","86","none","1","ncb1","56","12/30/1899","10:55:00","2","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","86","Palinuridae","Panulirus","cygnus","Sublegal","4","2014","Armstrong Bay","Fished","City of York","none","86","none","1","ncb1","56","12/30/1899","10:55:00","2","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","86","Palinuridae","Panulirus","cygnus","Unsized","0","2014","Armstrong Bay","Fished","City of York","none","86","none","1","ncb1","56","12/30/1899","10:55:00","2","2","-31.994655","115.495719","Yes","Yes","20140125",NA
"BIOL4408 Marine Ecology field trip","2014-01_Rottnest.sanctuaries_SVC","88","Palinuridae","Panulirus","cygnus","Legal","0","2014","Armstrong Bay","Fished","City of York","none","88","none","1","ncb1","59","12/30/1899","11:05:00","3","2","-31.994655","115.495719","Yes","Yes","20140125",NA
